Kategori,Judul Berita,Isi Berita
FINANCE,RI Dorong Pemakaian Mata Uang Lokal di BRICS buat Hadapi Ketidakpastian Global,"Bank Indonesia (BI) mendorong penggunaan mata uang lokal dalam transaksi (Local Currency Transaction/LCT) dan peningkatan konektivitas pembayaran lintas negara bagi anggota negara BRICS di tengah ketidakpastian global. Hal tersebut disampaikan dalam pertemuan Menteri Keuangan dan Gubernur Bank Sentral BRICS (2nd BRICS Finance Ministers and Central Bank Governors Meeting/BRICS FMCBG) pada 9-10 September 2026 di Mumbai, India.
Delegasi Indonesia dihadiri oleh Gubernur Bank Indonesia Destry Damayanti dan Wakil Menteri Keuangan Juda Agung. Pertemuan ini mencakup para pemimpin bank sentral dan kementerian keuangan negara anggota BRICS, yaitu Indonesia, Brasil, Rusia, India, Tiongkok, Afrika Selatan, Mesir, UEA, Ethiopia, dan Iran.
Destry mengatakan pentingnya menjaga stabilitas sekaligus memperkuat sumber pertumbuhan untuk menghadapi ketegangan geopolitik dan fragmentasi ekonomi. BI mendorong penguatan kerja sama konkret BRICS, antara lain melalui penggunaan mata uang lokal dalam transaksi dan konektivitas pembayaran lintas negara.
""Indonesia melihat peluang strategi bagi BRICS untuk mengubah berbagai tantangan menjadi ketahanan bersama melalui penguatan kerja sama konkret. Termasuk transaksi mata uang lokal dan konektivitas pembayaran lintas negara, dengan tetap memperhatikan tahapan pembangunan dan prioritas nasional masing-masing negara,"" ujar Destry dalam keterangannya, Minggu (13/9/2026).
Pada pertemuan tersebut, negara-negara anggota BRICS menyepakati komitmen untuk memperkuat kerja sama ekonomi dan keuangan serta meningkatkan ketahanan dalam menghadapi tantangan global. Kesepakatan ini dirumuskan pasca pembahasan sejumlah isu strategi terkait penguatan ketahanan dan pertumbuhan, transformasi digital dan AI, konektivitas pembayaran lintas negara, penggunaan mata uang lokal, ketahanan siber, serta keuangan berkelanjutan.
BRICS juga menekankan pentingnya penguatan arsitektur keuangan global, antara lain melalui reformasi tata kelola IMF untuk memperkuat suara dan representasi negara berkembang. Sejalan dengan kesepakatan tersebut, tekanan Indonesia menjadikan keberagaman karakteristik negara anggota sebagai kekuatan untuk membangun kerja sama yang saling melengkapi dan menghasilkan nilai bersama.
Sebagai bagian dari rangkaian pertemuan di Mumbai, Destry melakukan pertemuan bilateral dengan Gubernur Reserve Bank of India (RBI), Sanjay Malhotra. Pertemuan membahas percepatan kerjasama Local Currency Transaction (LCT) Indonesia-India, Local Currency Bilateral Swap Arrangement (LCBSA), serta konektivitas pembayaran melalui QR antarnegara. Kerja sama ini menjadi salah satu langkah untuk menerjemahkan komitmen BRICS ke dalam konektivitas ekonomi dan keuangan yang memberikan manfaat bagi kedua negara.
Pertemuan BRICS FMCBG Kedua menyepakati Pernyataan Bersama yang merefleksikan komitmen bersama dalam menghadapi tantangan ekonomi global. Ke depan, Indonesia memandang penting untuk menjaga ruang dialog dan membangun jembatan di tengah fragmentasi global.
Melalui sinergi Bank Indonesia dan Pemerintah, Indonesia akan terus berkontribusi dalam agenda kerja sama internasional untuk menghasilkan langkah-langkah konkret yang inklusif dan sejalan dengan prioritas nasional, guna mendukung ketahanan ekonomi dan keuangan Indonesia.
Simak Video 'Prabowo Ajak Ubah Kerentanan Jadi Kekuatan Ekonomi di KTT BRICS':
(acd/acd)"
SPORT,"Kalah di Perempatfinal AVC Beach Continental, Ini Kata Bintang/Sofyan","Perjalanan Bintang Akbar/Sofyan Rachman di AVC Beach Continental 2026 harus berakhir di perempatfinal. Mereka sudah main maksimal.
Dalam pertandingan yang berlangsung di Shangluo, China, Sabtu (5/9/2026), pasangan voli pantai Indonesia itu kalah 1-2 dari wakil Australia Thomas Hodges/Ben Hood.
Bintang/Sofyan sempat berada di atas angin setelah merebut set pembuka 21-19. Namun, Hodges/Hood membalikkan keadaan dengan memenangi dua set berikutnya 21-14 dan 15-13 sekaligus memastikan tiket semifinal.
Kegagalan tersebut menjadi kekalahan pertama Bintang/Sofyan selama tampil di turnamen ini. Sebelum memasuki perempat final, mereka selalu menang dan bahkan belum pernah kehilangan satu set.
Pelatih Timnas voli pantai Indonesia Slamet Mulyanto mengatakan anak-anaknta sudah main maksimal.
""Pertama-tama kami mohon maaf, hanya sampai perempat final. Anak-anak sudah maksimal,"" kata Slamet dalam kutipam cepatnya, Sabtu (5/9/2026).
""Set pertama anak-anak bermain bagus. Start kedua awalnya bagus, leading 8-6. Namun, lawan bikin ulah, mancing emosi, memperlambat permainan dan tiga kali protes ke wasit, hingga dapat kartu kuning. Hal itu membuat anak-anak terpengaruh,"" ujarnya.
Slamet menilai lawan memiliki postur tubuh yang lebih tinggi sehingga overblok-nya sulit dihentikan.
""Lawan tinggi, overblok, susah dihentikan. Jam terbang bicara, dalam keadaan ketat gini, lawan bisa mempengaruhi tempo, itu yang tidak diantisipasi anak-anak. Harusnya anak-anak kembali dengan cepat ke bentuk permainannya,"" kata Slamet.
""Set ketiga, bisa mengimbangi, tetapi lawan memang harus diakui tampil lebih baik, lebih punya banyak pengalaman. Jam terbang berbicara, salah satu pemainnya sudah dua kali tampil di Olimpiade,"" tuturnya.
Slamet berharap pengalaman tampil di AVC Beach Continental dapat dijadikan bekal untuk Asian Games di Aichi-Nagoya, 19 September hingga 4 Oktober mendatang.
""Anak-anak harus lebih konsisten dan tidak terpengaruh lawan. Kini kami bersiap tampil di Asian Games,"" kata Slamet.
(mcy/aff)"
FINANCE,Prabowo Ajak Negara BRICS Kerja Sama Pasok Kebutuhan Energi,"Presiden Prabowo Subianto bicara soal pemenuhan energi bagi negara-negara BRICS. Dia mengajak semua negara yang tergabung dalam forum ekonomi tersebut untuk bekerja sama memasok kebutuhan energi satu sama lain.
Baginya, BRICS mewakili separuh dari seluruh umat manusia serta porsi besar dari ekonomi dan perdagangan global. BRICS juga menyatukan pasar-pasar terbesar dunia dan produsen-produsen energi utama.
Kekuatan kolektif itu, menurutnya, luar biasa dan harus bisa dimobilisasi untuk menjamin kebutuhan energi negara-negara BRICS yang pada umumnya adalah negara-negara berkembang.
""Bayangkan apa yang dapat dicapai BRICS jika kekuatan ini dimobilisasi sepenuhnya untuk membantu menjamin pasokan pangan dan energi. Bayangkan jika pasar, modal, sumber daya, teknologi, dan pengetahuan kita terhubung dengan lebih baik, sehingga menciptakan peluang besar bagi negara-negara berkembang,"" tegas Prabowo dalam pidatonya di BRICS, dikutip Minggu (13/9/2026).
Dia mengatakan negara-negara BRICS selama ini juga telah memperkuat fondasi untuk menjaga perdamaian dan membangun kepercayaan satu sama kain. Dengan fondasi kuat itu, dia meyakini negara BRICS akan terus memperkuat kerja sama di bidang-bidang yang berdampak langsung pada ketangguhan satu sama lain.
Memasok kebutuhan energi menjadi salah satu contoh kerja sama paling konkret dari penguatan kerja sama tersebut. Prabowo mengatakan Indonesia dan berbagai negara BRICS harus menghubungkan sistem energinya dan memperkuat ketahanan di seluruh kawasan.
""Energi adalah salah satu contoh nyata. Kita sedang menghubungkan sistem energi dan memperkuat ketahanan energi di seluruh kawasan kita demi menggerakkan ekonomi dan membangun ketangguhan jangka panjang,"" pungkas Prabowo.
(acd/acd)"
FINANCE,"Cuma di Transmart Full Day Sale, Beli Sepeda Semurah Ini","Pesta diskon bertajuk Transmart Full Day Sale kembali menyapa pelanggan setia Transmart. Gelaran ini menawarkan berbagai produk dengan diskon gede-gedean, termasuk aneka sepeda.
Diskon hingga 50% + 20% bagi pelanggan yang menggunakan kartu kredit Bank Mega atau kartu kredit Bank Mega Syariah. Promo ini berlangsung di gerai Transmart seluruh Indonesia mulai toko buka sampai tutup pada pukul 22.00 WIB.
Khusus hari ini, ada diskon 60%+20% untuk aneka macam sepeda. Khusus di Pulau Jawa, harga sepeda dibanderol dengan harga promo mulai dari Rp 1.299.000 dari harga normal Rp 1.499.000.
Harganya makin murah dengan transaksi pakai kartu kredit Bank Mega atau kartu kredit Bank Mega Syariah, jadi Rp 1.039.200. Artinya, pelanggan dapat hemat dengan total Rp 459 ribuan.
Sedangkan untuk pembelian di luar Pulau Jawa, produk aneka sepeda ini dijual dengan harga promo Rp 1.399.000 dari harga awal Rp 1.599.000. Dengan bertransaksi menggunakan kartu kredit Bank Mega atau kartu kredit Bank Mega Syariah, pelanggan bisa membawa pulang dengan harga sale Rp 1.119.200. Dengan begitu, pelanggan bisa hemat Rp 479 ribuan.
Untuk yang belum punya Kartu Kredit Bank Mega, nggak perlu khawatir. Ada unit pembukaan instan yang tersedia di gerai Cibubur dan Central Park. Jangan lupa merapat ke Transmart Full Day Sale dan nikmati diskon besar-besaran!
(acd/acd)"
SPORT,Marc Marquez Beri Pukulan untuk Rider-rider Aprilia!,"Rider Ducati, Marc Marquez, memetik kemenangan ganda di MotoGP Aragon 2026. Baby Alien pun memberi pukulan telak untuk pebalap-pebalap Aprilia.
Di Sirkuit Aragon pada akhir pekan lalu, Marc Marquez mampu menjadi juara saat sprint race dan main race MotoGP Aragon 2026. Dengan tambahan poin penuh pada seri ke-13 MotoGP 2026, pebalap asal Spanyol itu memperbaiki posisi di klasemen.
Saat ini, Marc Marquez ada di posisi kedua klasemen MotoGP 2026 dengan raihan 237 poin. Dia cuma berjarak 19 poin dari Jorge Martin, pebalap Aprilia pemuncak klasemen MotoGP 2026.
Pengamat MotoGP, Carlo Pernat, menilai bahwa Marc Marquez menobatkan diri sebagai raja di Sachsenring dan Aragon. Di Aragon, Marc Marquez baru saja mencatatkan hat-trick.
""Marc Marquez, raja Sachsenring dan raja Aragon. Sempat ada sejumlah keraguan, karena Aprilia jelas telah berkembang pesat. Motor tersebut kini bisa kita sebut sebagai motor juara, dengan para pebalap tangguh, khususnya Martin dan Bezzecchi, yang berada di papan atas klasemen dan itu bukanlah sebuah kebetulan,"" kata Pernat seperti dikabarkan oleh GP One.
""Namun, Marc melakukan apa yang ia mau. Dia benar-benar menghajar mereka,"" kata dia menambahkan.
MotoGP 2026 akan lanjut lagi pada 13 September 2026. MotoGP San Marino di Misano yang akan menjadi sajiannya. Marc Marquez bisa menang lagi di Misano?"
FINANCE,"Purbaya Minta Pemda Tak Kebanyakan Simpan Duit di Bank, Ini Alasannya","Menteri Keuangan Purbaya Yudhi Sadewa meminta pemerintah daerah (Pemda) tidak terlalu banyak menyimpan uang di bank. Pemda diminta membelanjakan anggaran mereka agar memberikan dampak terhadap perekonomian.
""Jangan kebanyakan taruh uangnya diperbankan, sehingga dampak ke ekonominya tidak terasa. Harusnya mereka optimalkan uangnya, sehingga setiap rupiah yang kita tempatkan ke daerah, dampaknya maksimal ke perekonomiannya,"" kata Purbaya dalam rapat dengan Komite IV di Kompleks Parlemen, Jakarta, Senin (14/9/2026).
Purbaya mengatakan kondisi keuangan daerah hingga 31 Agustus 2026 masih relatif baik. Purbaya mencatat dana yang dimiliki pemerintah daerah mencapai Rp 195,2 triliun.
Ia menekankan dana tersebut perlu segera dieksekusi agar manfaatnya dapat dirasakan masyarakat. Menurut Purbaya, pemerintah pusat juga terus memantau kondisi keuangan daerah di tengah pemangkasan Transfer ke Daerah (TKD) tahun ini.
""Jadi Pak, kita di Kementerian Keuangan, walaupun TKD tahun ini dipotong, saya minta Dirjen Perimbangan Keuangan untuk monitor kondisi keuangan daerah. Saya minta ke mereka, kalau kira-kira indikasi gangguan di mana daerah nggak berfungsi gara-gara nggak punya uang, tolong kasih tahu saya, kita akan menghadap Presiden untuk memperbaiki keadaan itu,"" ujarnya.
Purbaya mencontohkan pemerintah pusat pernah menyalurkan bantuan sebesar Rp 20,5 triliun kepada daerah yang membutuhkan pada Agustus tahun lalu. Menurutnya, dana tersebut berada di luar transfer ke daerah.
""Itu belum dihitung dalam transfer ke daerah, tapi uang ke daerah selalu kita sediakan, memastikan tidak ada daerah yang keganggu. Tahun depan pun sama, kita akan monitor seperti itu, dan dengan tambahan inovatif financing, harusnya daerah akan lebih baik lagi kondisinya,"" tutup Purbaya.
(acd/acd)"
SPORT,Dokter Perkirakan Kondisi Lengan Marc Marquez: Sekitar 50 Persen,"Marc Marquez masih harus beradaptasi dengan kondisi lengan kanan yang jauh dari normal. Dokter yang pernah mengoperasinya, Samuel Antuna, mengungkap kekuatan lengan tersebut kini hanya sekitar 50 persen.
Antuña menjelaskan kondisi itu merupakan dampak dari berbagai cedera dan operasi yang dijalani Marc. Kecelakaan di MotoGP Indonesia tahun lalu menjadi titik balik karena kembali memperburuk kondisi lengan kanannya.
""Sebelum kecelakaan di Indonesia, dia baik-baik saja. Dia bisa balapan, tidak merasakan sakit dan tidak mengeluhkan apa pun. Kecelakaan itu mengubah semuanya,"" kata Antuna kepada El Periodico yang dilansir Motosan.
Masalah Marc kemudian semakin rumit karena saraf radial di lengannya sempat tertekan serpihan tulang. Kondisi itu membuatnya kehilangan kendali atas lengan saat berada dalam posisi tertentu di atas motor dan berkontribusi terhadap sejumlah kecelakaan.
Setelah menjalani operasi untuk mengatasi masalah tersebut, kondisinya membaik. Namun, kekuatan lengan kanannya tetap jauh di bawah lengan kiri.
""Dia memiliki latissimus dorsi yang kuat, tetapi secara mekanis terganggu. Hal yang sama berlaku pada teres major. Namun, masalah utamanya adalah dia kehilangan kekuatan pada bisep,"" ujar Antuna.
""Lengan itu sangat terbatas dalam hal kekuatan, terutama pada bisep. Saya memperkirakan kekuatannya sekitar 50 persen dari kapasitasnya,"" lanjutnya.
Antuna menegaskan Marc tidak kehilangan otot. Namun, sejumlah otot seperti trisep, latissimus dorsi, teres major, dan pektoralis mayor terdampak berbagai operasi sehingga mengalami perubahan dan sedikit atrofi.
Kondisi tersebut membuat lengan kanan Marc tidak memiliki kekuatan yang sama dengan lengan kirinya. Meski begitu, pebalap Ducati itu mampu beradaptasi dengan keterbatasan fisiknya dan tetap kompetitif di MotoGP."
SPORT,"Asian Games 2026: Timnas Basket Masuk Grup Neraka, CdM Optimistis","Timnas basket putra Indonesia masuk grup neraka di Asian Games 2026. CdM Todotua Pasaribu optimistis!
Timnas basket putra Indonesia melakoni persiapan akhir sebelum terbang ke Jepang mengikuti Asian Games 2026. Ketua Umum Persatuan Bola Basket Seluruh Indonesia (Perbasi) Budi Djiwandono datang langsung ke latihan untuk melepas sekaligus memberi semangat.
""Kami hadir bukan hanya untuk melihat, tetapi juga memberikan semangat,"" kata Budi bersama CdM Todotua Pasaribu di kawasan Jakarta Selatan, Sabtu (5/9/2026).
Bagaimana pun, lolosnya Indonesia ke Asian Games adalah rezeki karena ada slot yang terbuka.
""Kita ketahui bersama, tadinya timnas putra belum terkualifikasi untuk Asian Games. Namun, karena kemarin ada slot yang terbuka, akhirnya Indonesia bisa berkompetisi,"" ujarnya.
Di Asian Games Aichi-Nagoya 2026, Indonesia berada di grup neraka bersama Jepang, Korea Selatan, dan Arab Saudi. Namun, Budi meminta semangat atletnya tetap menyala.
""Kami tahu bahwa perjuangan ini tidak mudah dan tim-tim yang akan mereka hadapi adalah tim-tim hebat dari Asia. Namun, saya yakin dengan pengalaman yang ada, beberapa atlet sudah memiliki pengalaman yang cukup panjang, dan diperkuat dengan bibit-bibit muda, saya rasa ini merupakan kombinasi yang baik untuk menghadapi tim-tim tersebut,"" kata Budi.
""Kami yakin. Tadi kami juga menitipkan kepada pelatih dan para atlet untuk memberikan yang terbaik. Kami ingin mereka berkompetisi sebagus-bagusnya. Kita doakan mereka bisa memberikan hasil yang terbaik,"" tegasnya.
Sementara itu, CdM Todotua Pasaribu memastikan Timnas basket putra menjadi delegasi pertama Indonesia yang akan berangkat ke Negeri Matahari tersebut. Mereka akan terbang pada Senin (7/9), dan mulai bertanding pada 10 September.
""Harapannya, tim basket kita ini bisa menjadi endorsement yang positif. Jadi, ketika nanti pembukaan, kita yakin dan percaya tim basket kita sudah bisa memberikan yang terbaik, sehingga pada saat pembukaan Asian Games pun kita sudah punya kabar yang baik,"" kata Todotua.
Todotua mengaku sudah 2-3 kali meninjau tim ini. Sebagai bagian dari keluarga besar Perbasi, ia punya keyakinan tinggi.
""Kita yakin dan percaya ini momentum yang harus kita manfaatkan betul-betul. Harapannya, dari sisi atlet, saya sendiri punya keyakinan bahwa tim ini bisa membawa pulang medali nanti,"" ujarnya.
""Persiapan di sana, mereka nanti akan masuk ke kompleks Athlete Village sebagai persiapan. Kami dari CDM juga akan memberikan dukungan dan backup. Pada saat mereka masuk, official team dari CDM juga sudah akan stand by,"" tegas Todotua.
(mcy/aff)"
FINANCE,"Gempa M 5,9 Terjadi di Kepulauan Seribu, LRT Jabodebek Beroperasi Normal","PT Kereta Api Indonesia (Persero) memastikan prasarana dan operasional LRT Jabodebek dalam kondisi aman dan berjalan normal setelah gempa bumi magnitudo 5,9 yang terjadi pada Sabtu (12/9) pukul 04.23 WIB di wilayah Kepulauan Seribu, DKI Jakarta.
Manager of Public Relation LRT Jabodebek, Radhitya Mardika, mengatakan setelah menerima informasi gempa, petugas di Operating Control Center (OCC) segera melakukan pemantauan dan berkoordinasi dengan petugas di lapangan.
Pemantauan juga didukung oleh Seismic Detection Alarm System (SDAS) yang memberikan informasi terkait dampak getaran gempa terhadap prasarana.
""Setelah menerima informasi gempa, petugas segera melakukan pemeriksaan terhadap prasarana LRT Jabodebek. Pemeriksaan dilakukan untuk memastikan kondisi jalur, persinyalan, stasiun, serta prasarana pendukung lainnya tetap dalam kondisi aman,"" ujar Radhitya dalam keterangan tertulis, Sabtu (12/9/2026).
Pemeriksaan mulai dilakukan sekitar pukul 04.30 WIB, dan tidak ditemukan kerusakan maupun kondisi yang berdampak terhadap keselamatan dan kelancaran operasional LRT Jabodebek.
""Petugas memastikan bahwa perjalanan LRT Jabodebek tetap dapat beroperasi normal,"" ucapnya.
SDAS merupakan salah satu sistem pendukung keselamatan yang digunakan dalam operasional LRT Jabodebek. Sistem tersebut membantu memberikan informasi dampak prasarana terhadap getaran gempa, sehingga dapat menjadi acuan petugas dalam melakukan pemeriksaan dan menentukan tindak lanjut yang diperlukan.
""LRT Jabodebek memastikan setiap informasi terkait gempa ditindaklanjuti melalui pemantauan dan pemeriksaan prasarana. Keselamatan perjalanan dan pengguna menjadi prioritas dalam setiap kondisi,"" tutup Radhitya.
(hns/hns)"
FINANCE,"Harga Cabai Rawit Makin Pedas, Tembus Rp 90 Ribu/Kg","Harga cabai melonjak belakangan ini. Harga cabai rawit merah bahkan menembus harga Rp 90.050/kg.
Berdasarkan Pusat Informasi Harga Pangan Strategis Nasional (PIHPS) Bank Indonesia (BI), kenaikan paling tajam dicatatkan oleh cabai merah keriting yang melesat hingga 9% menjadi Rp 62.950/kg. Kemudian, cabai rawit merah juga ikut melonjak 7,2% ke level Rp 90.050/kg.
Menanggapi fluktuasi harga cabai, Badan Pangan Nasional mengupayakan mobilisasi stok dari daerah yang surplus ke daerah defisit, salah satunya melalui program Fasilitasi Distribusi Pangan (FDP). Program ini pernah dilaksanakan pemerintah secara kolaboratif bersama para Champion Cabai dan cukup ampuh menekan harga cabai.
Deputi Ketersediaan dan Stabilisasi Pangan Badan Pangan Nasional (Bapanas) I Gusti Ketut Astawa menuturkan upaya mengatasi fluktuasi harga cabai perlu segera diterapkan. Bapanas dan Kementerian Pertanian (Kementan) akan menjalin koneksi agar FDP dapat dijalankan guna menyasar ke daerah yang sedang mengalami dinamika harga yang fluktuatif.
""Untuk cabai rawit, berdasarkan informasi dari Kediri, saat ini terdapat dinamika harga dan pasokan yang perlu segera kita respons. Karena itu, kami ingin berkoneksi kembali dengan teman-teman Kementan untuk melihat wilayah mana yang dapat kita dukung melalui FDP,"" ucap Ketut dalam keterangannya, dikutip Minggu (13/9/2026).
Pelibatan petani Champion Cabai yang dibina Kementan memegang andil penting dalam upaya penstabilan harga cabai rawit. Berkat kolaborasi erat, pasokan cabai rawit dengan harga yang terjangkau yang kemudian diguyur ke daerah yang berfluktuasi dapat menjadi faktor penekan harga.
""Misalkan di daerah di luar Jawa yang harganya relatif masih terjangkau, sehingga kita bisa FDP ke wilayah-wilayah yang harganya tinggi. Kita undang kembali para petani champion kita untuk membantu distribusikan ke wilayah-wilayah yang harganya relatif tinggi,"" jelas Ketut.
Adapun dalam catatan Bapanas, FDP cabai rawit yang telah terlaksana pada triwulan pertama tahun 2026 totalnya mencapai 5.590 kilogram (kg). Ini terdiri dari mobilisasi stok cabai rawit dari Enrekang, Sulawesi Selatan ke Pasar Induk Kramat Jati, Jakarta sebesar 3.150 kg. Kemudian ke Lombok Tengah serta Lombok Timur, Nusa Tenggara Barat masing-masing 1.140 kg dan 1.300 kg.
Implikasi positifnya pada April 2026 terjadi penurunan inflasi, termasuk pada komponen harga bergejolak (volatile food) atau inflasi pangan. Ini menunjukkan mulai meredanya tekanan harga pangan usai Hari Besar Keagamaan Nasional (HBKN) Ramadan dan Idulfitri. Cabai rawit pun menjadi salah satu penyumbang deflasi pada April.
Di sisi lain, dalam rapat koordinasi Bapanas bersama petani cabai (26/8/2026) terungkap beberapa faktor penyebab fluktuasi harga cabai rawit. Beberapa faktor yang mempengaruhinya antara lain kemarau berkepanjangan, Organisme Pengganggu Tanaman (OPT) seperti trips dan kutu kebul hingga adanya alih tanam ke komoditas lain.
Kendati demikian, berbagai upaya yang dilakukan Kementan di sektor hulu diyakini mampu mengatasi berbagai tantangan tersebut. Direktur Sayuran dan Tanaman Obat (STO) Kementan Sudi Mardianto memastikan produksi cabai rawit secara nasional masih aman sampai akhir tahun.
""Untuk cabai rawit secara nasional itu produksinya di bulan September itu sekitar 119 ribu ton. Di Jawa Timur itu Banyuwangi standing crop yang ada sekarang sekitar 1.486 hektare. Kemudian di Sampang itu ada 1.691 hektare. Itu produksinya sudah mulai tinggi sekitar 5 ribuan,"" urai Sudi.
""Kemudian untuk di daerah Jawa masih terpusat di Temanggung, Brebes, dan Magelang. Produksinya walaupun masih relatif rendah karena mungkin baru sebagian besar tanam, tapi nanti itu dapat mengatasi potensi adanya kenaikan menjelang hari Natal dan Tahun Baru,"" sambung Sudi.
Sudi juga mengatakan petani cabai rawit binaan Kementan siap mendukung program penstabilan harga pemerintah. Program FDP dapat segera dilaksanakan bersama-sama untuk mengguyur daerah yang mengalami harga cabai rawit yang berfluktuasi tinggi.
""Nah seandainya nanti ada program pemerintah untuk dapat melakukan distribusi ke wilayah-wilayah yang membutuhkan, artinya dari produksi yang ada. Mereka sudah bersiap untuk dapat membantu mengendalikan daerah-daerah yang harga cabai rawitnya tinggi. Mereka prinsipnya sudah siap untuk dapat membantu mensuplai daerah-daerah yang harganya cukup tinggi,"" tambah Sudi.
Berikut daftar harga pangan berdasarkan PIHPS:
1. Beras kualitas super I Rp 17.850/kg, harga tetap
2. Beras kualitas super II Rp 17.300/kg, harga tetap
3. Beras kualitas bawah I Rp 14.800/kg, turun 0,34%
4. Beras kualitas bawah II Rp 14.700/kg, naik 0,34%.
5. Beras medium I Rp 16.550/kg, harga tetap
6. Beras medium II Rp 16.400/kg, naik 0,31%
7. Gula pasir lokal Rp 19.100/kg, harga tetap
8. Minyak goreng curah Rp 20.500/kg, naik 0,24%
9. Minyak goreng kemasan bermerek 1 Rp 24.300/kg, turun 0,21%
10. Minyak goreng bermerek 2 Rp 23.500/kg, naik 0,21%
11. Telur ayam ras segar Rp 29.250/kg, turun 1,35%.
12. Cabai Merah Besar Rp 54.200/kg, naik 2,65%
13. Cabai Merah Keriting 62.950/kg, naik 9%
14. Cabai Rawit Hijau Rp 64.700/kg, naik 3,94%
15. Cabai Rawit Merah Rp 90.050/kg, naik 7,2%
16. Daging Ayam Ras Segar Rp 42.500/kg, turun 0,47%
17. Daging Sapi Kualitas 1 Rp 152.150 per kg, naik 0,16%
18. Daging Sapi Kualitas 2 Rp 142.850/kg, naik 0,07%
19. Bawang Merah ukuran sedang Rp 37.700/kg, turun 1,05%
20. Bawang putih ukuran sedang Rp 39.400/kg, naik 0,25%
21. Gula pasir kualitas premium Rp 20.300/kg, naik 0,25%."
